tradition_id,motif_id,motif_state,source_ids,positive_source_count,assessed_source_count,absence_closed,matrix_version,notes
SUM_OB,FLOOD_DSTR_INUNDATION,present,SRC_SUM_FLOOD,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
SUM_OB,FLOOD_EXTERMINATORY,present,SRC_SUM_FLOOD,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
SUM_OB,FLOOD_WARNING,present,SRC_SUM_FLOOD,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
SUM_OB,FLOOD_SELECTED_SURVIVOR,present,SRC_SUM_FLOOD,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
SUM_OB,FLOOD_VESSEL,present,SRC_SUM_FLOOD,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
SUM_OB,FLOOD_HIGH_REFUGE,not_observed,SRC_SUM_FLOOD,0,1,false,0.1.1-seed,"Passage-level absence exists, but tradition-level absence coverage is not yet closed; conservatively retained as not_observed."
SUM_OB,FLOOD_POST_RITUAL,present,SRC_SUM_FLOOD,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
SUM_OB,FLOOD_REPOPULATION,not_observed,SRC_SUM_FLOOD,0,1,false,0.1.1-seed,"Passage-level absence exists, but tradition-level absence coverage is not yet closed; conservatively retained as not_observed."
SUM_OB,DIV_SUCCESSION_YOUNGER_OLDER,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
SUM_OB,DIV_FATHER_SON,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
SUM_OB,DIV_STORM_SERPENT,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
SUM_OB,DIV_STORM_SEA,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
SUM_OB,DIV_BODY_TO_COSMOS,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
SUM_OB,DIV_COUNCIL,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
SUM_OB,DIV_KINGSHIP_TRANSFER,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
SUM_OB,DIV_PRIMORDIAL_REBELLION,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
SUM_OB,ANTH_EARTH_DUST,not_observed,SRC_SUM_ENKI_NINMAH,0,1,false,0.1.1-seed,"Passage-level absence exists, but tradition-level absence coverage is not yet closed; conservatively retained as not_observed."
SUM_OB,ANTH_CLAY_MUD,present,SRC_SUM_ENKI_NINMAH,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
SUM_OB,ANTH_POTTER_FORMING,present,SRC_SUM_ENKI_NINMAH,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
SUM_OB,ANTH_DIVINE_BLOOD_FLESH,not_observed,SRC_SUM_ENKI_NINMAH,0,1,false,0.1.1-seed,"Passage-level absence exists, but tradition-level absence coverage is not yet closed; conservatively retained as not_observed."
SUM_OB,ANTH_BREATH_ANIMATION,not_observed,SRC_SUM_ENKI_NINMAH,0,1,false,0.1.1-seed,"Passage-level absence exists, but tradition-level absence coverage is not yet closed; conservatively retained as not_observed."
SUM_OB,ANTH_CREATED_FOR_SERVICE,present,SRC_SUM_ENKI_NINMAH,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
SUM_OB,ANTH_BODY_SACRIFICE,not_observed,SRC_SUM_ENKI_NINMAH,0,1,false,0.1.1-seed,"Passage-level absence exists, but tradition-level absence coverage is not yet closed; conservatively retained as not_observed."
SUM_OB,ANTH_FIRST_PAIR,not_observed,SRC_SUM_ENKI_NINMAH,0,1,false,0.1.1-seed,"Passage-level absence exists, but tradition-level absence coverage is not yet closed; conservatively retained as not_observed."
AKK_OB,FLOOD_DSTR_INUNDATION,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,FLOOD_EXTERMINATORY,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,FLOOD_WARNING,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,FLOOD_SELECTED_SURVIVOR,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,FLOOD_VESSEL,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,FLOOD_HIGH_REFUGE,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,FLOOD_POST_RITUAL,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,FLOOD_REPOPULATION,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,DIV_SUCCESSION_YOUNGER_OLDER,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,DIV_FATHER_SON,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,DIV_STORM_SERPENT,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,DIV_STORM_SEA,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,DIV_BODY_TO_COSMOS,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,DIV_COUNCIL,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,DIV_KINGSHIP_TRANSFER,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,DIV_PRIMORDIAL_REBELLION,not_observed,,0,0,false,0.1.1-seed,No closed tradition-level negative evidence.
AKK_OB,ANTH_EARTH_DUST,not_observed,SRC_AKK_ATRA,0,1,false,0.1.1-seed,"Passage-level absence exists, but tradition-level absence coverage is not yet closed; conservatively retained as not_observed."
AKK_OB,ANTH_CLAY_MUD,present,SRC_AKK_ATRA,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
AKK_OB,ANTH_POTTER_FORMING,not_observed,SRC_AKK_ATRA,0,1,false,0.1.1-seed,"Passage-level absence exists, but tradition-level absence coverage is not yet closed; conservatively retained as not_observed."
AKK_OB,ANTH_DIVINE_BLOOD_FLESH,present,SRC_AKK_ATRA,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
AKK_OB,ANTH_BREATH_ANIMATION,not_observed,SRC_AKK_ATRA,0,1,false,0.1.1-seed,"Passage-level absence exists, but tradition-level absence coverage is not yet closed; conservatively retained as not_observed."
AKK_OB,ANTH_CREATED_FOR_SERVICE,present,SRC_AKK_ATRA,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
AKK_OB,ANTH_BODY_SACRIFICE,not_observed,SRC_AKK_ATRA,0,1,false,0.1.1-seed,"Passage-level absence exists, but tradition-level absence coverage is not yet closed; conservatively retained as not_observed."
AKK_OB,ANTH_FIRST_PAIR,not_observed,SRC_AKK_ATRA,0,1,false,0.1.1-seed,"Passage-level absence exists, but tradition-level absence coverage is not yet closed; conservatively retained as not_observed."
AKK_MB_SB,FLOOD_DSTR_INUNDATION,present,SRC_AKK_GILG_TXT,1,1,false,0.1.1-seed,At least one eligible frozen source passage provides positive evidence.
